Number,Date,TSE:CM(open),TSE:CM(high),TSE:CM(low),TSE:CM(close),TSE:CM(adjusted close),TSE:CM(volume),TSE:CM(dividend amount),TSE:CM(split coefficient)
190,10/2/2000,48.8,49.95,48.8,49.15,20.5694,918000,0,1
191,10/3/2000,49.1,49.25,48.75,49.1,20.5485,637400,0,1
192,10/4/2000,49.1,50.05,49,49.75,20.8205,1993900,0,1
193,10/5/2000,49.75,50.8,49.6,50.5,21.1344,2113000,0,1
194,10/6/2000,50.25,50.5,48.55,49.7,20.7996,1346900,0,1
195,10/10/2000,48.75,49.1,47.55,47.55,19.8998,1195900,0,1
196,10/11/2000,47,47.2,44.55,45.4,19,2292600,0,1
197,10/12/2000,46,46,43.55,44.2,18.4978,1420900,0,1
198,10/13/2000,44.2,45,43.85,44.75,18.728,1386500,0,1
199,10/16/2000,44.85,44.85,44.25,44.85,18.7698,817400,0,1
200,10/17/2000,44.95,45,43.65,43.65,18.2676,1127200,0,1
201,10/18/2000,42.7,43.5,42.25,43.4,18.163,1249000,0,1
202,10/19/2000,43.95,44.65,43.05,43.2,18.0793,1389100,0,1
203,10/20/2000,43.55,44.3,43.2,43.6,18.2467,931400,0,1
204,10/23/2000,43.85,44.25,43.65,43.9,18.3722,681500,0,1
205,10/24/2000,43.9,45.4,43.8,44.45,18.6024,1375700,0,1
206,10/25/2000,44.6,45.95,44.6,45.4,19,2344200,0,1
207,10/26/2000,45.5,46.55,45.2,45.9,19.2092,1610000,0,1
208,10/27/2000,45.8,47.25,45.6,46.8,19.5859,854900,0,1
209,10/30/2000,46.3,48.9,46.3,48.6,20.3392,1206800,0,1
210,10/31/2000,48.55,48.7,48.1,48.4,20.2555,2497800,0,1
211,11/1/2000,48.45,48.45,47.75,48.15,20.1509,572100,0,1
212,11/2/2000,47.1,48.95,47.1,48.6,20.3392,743700,0,1
213,11/3/2000,48.8,48.8,48.2,48.55,20.3183,1613800,0,1
214,11/6/2000,48.55,49.75,48.35,48.6,20.3392,1188300,0,1
215,11/7/2000,48.4,49,48.3,48.5,20.2974,999500,0,1
216,11/8/2000,48.55,49.1,48.25,48.5,20.2974,844700,0,1
217,11/9/2000,48.25,48.45,47.9,48.05,20.109,515900,0,1
218,11/10/2000,47.55,47.8,46.6,47.4,19.837,605100,0,1
219,11/13/2000,45.9,46.35,45,45.75,19.1465,1623400,0,1
220,11/14/2000,46.25,47.2,46.1,46.9,19.6277,1381700,0,1
221,11/15/2000,46.9,46.9,45.6,46.45,19.4394,1594200,0,1
222,11/16/2000,46.05,46.1,45.3,45.4,19,1244600,0,1
223,11/17/2000,45.4,47.2,45.05,46.85,19.6068,578500,0,1
224,11/20/2000,46.85,46.85,45.6,46.5,19.4603,810800,0,1
225,11/21/2000,46.5,47.25,46.1,46.65,19.5231,1167300,0,1
226,11/22/2000,46.5,46.65,44.5,45.1,18.8744,1536300,0,1
227,11/23/2000,45.5,45.5,44.8,45.15,18.8954,588500,0,1
228,11/24/2000,45.2,45.45,45.05,45.2,18.9163,979500,0,1
229,11/27/2000,45.4,45.75,44.7,44.95,18.8117,1212800,0,1
230,11/28/2000,44.75,45.85,44.75,45.25,18.9372,1868800,0,1
231,11/29/2000,45.2,45.35,44.05,44.75,18.728,1192200,0,1
232,11/30/2000,44.4,45.15,43.65,44.9,18.7907,1257600,0,1
233,12/1/2000,44.9,45.1,44.1,44.65,18.6861,884700,0,1
234,12/4/2000,44.6,44.8,43.9,44.75,18.728,1361700,0,1
235,12/5/2000,44.9,46.8,44.7,46.35,19.3976,1933500,0,1
236,12/6/2000,46.3,47.35,45.5,45.5,19.0419,1405700,0,1
237,12/7/2000,45.5,46.6,44.7,45.55,19.0628,2065100,0,1
238,12/8/2000,46.25,47.25,45.1,46,19.2511,2535800,0,1
239,12/11/2000,46.05,47,45.8,46.8,19.5859,1425800,0,1
240,12/12/2000,46.7,46.75,46.3,46.7,19.544,1309600,0,1
241,12/13/2000,46.7,46.85,45.85,46,19.2511,1094700,0,1
242,12/14/2000,45.3,45.3,43.5,43.55,18.2258,2212600,0,1
243,12/15/2000,42.3,43.9,42.3,43.2,18.0793,1792700,0,1
244,12/18/2000,43.5,45.25,43.5,45.1,18.8744,1211000,0,1
245,12/19/2000,44.7,46.6,44.6,46,19.2511,1786500,0,1
246,12/20/2000,45.9,46.45,45.1,46,19.2511,2749500,0,1
247,12/21/2000,45.95,46.35,45.25,45.7,19.1255,1294400,0,1
248,12/22/2000,45.95,46.4,45.75,45.95,19.37,626400,0,1
249,12/27/2000,45.6,46.45,45.5,45.8,19.3068,300200,0,1
250,12/28/2000,45.9,46.6,45.6,46.6,19.6441,691000,0,1
251,12/29/2000,46.6,47,46.1,46.5,19.6019,461500,0,1
252,1/2/2001,46.8,46.95,43.8,43.8,18.4637,1007400,0,1
253,1/3/2001,43.75,47.05,43.25,46.95,19.7916,2683200,0,1
254,1/4/2001,46.25,48.25,46.25,47.8,20.1499,2605800,0,1
255,1/5/2001,47.55,47.85,46.7,47,19.8127,1261200,0,1
256,1/8/2001,46.7,47.45,46.25,46.5,19.6019,980900,0,1
257,1/9/2001,46.35,46.6,45.1,45.5,19.1803,969100,0,1
258,1/10/2001,45.1,45.85,45.05,45.6,19.2225,2128000,0,1
259,1/11/2001,45.45,46.1,45.25,45.8,19.3068,1542300,0,1
260,1/12/2001,46,46,45.35,45.8,19.3068,749400,0,1
261,1/15/2001,45.6,46.6,45.6,46.5,19.6019,537900,0,1
262,1/16/2001,46.45,46.75,45.95,46.55,19.623,601100,0,1
263,1/17/2001,46.9,47.1,46.2,46.7,19.6862,1276300,0,1
264,1/18/2001,46.6,47.55,46.6,47.25,19.918,2013800,0,1
265,1/19/2001,47.25,47.75,47.1,47.75,20.1288,1639100,0,1
266,1/22/2001,47.25,48.5,47.25,48.5,20.445,886800,0,1
267,1/23/2001,48.5,49.8,48.3,49.7,20.9509,1341000,0,1
268,1/24/2001,49.5,49.85,49.3,49.7,20.9509,1251100,0,1
269,1/25/2001,49.75,51.25,49.6,50.7,21.3724,1729400,0,1
270,1/26/2001,49.85,50.7,49.4,50.1,21.1195,1480100,0,1
271,1/29/2001,49.66,51.1,49.66,50.95,21.4778,1972400,0,1
272,1/30/2001,51,51.95,50.45,51.9,21.8782,1166400,0,1
273,1/31/2001,51.8,53,51.5,52.57,22.1607,2350400,0,1
274,2/1/2001,52.5,52.8,52.1,52.7,22.2155,1758900,0,1
275,2/2/2001,52.45,54.25,52.2,52.28,22.0384,1660100,0,1
276,2/5/2001,52.7,53,52,52.4,22.089,1237700,0,1
277,2/6/2001,52.7,52.9,52.1,52.5,22.1312,1457500,0,1
278,2/7/2001,52.05,52.25,51.66,52,21.9204,1907800,0,1
279,2/8/2001,52,52,51,51.1,21.541,710300,0,1
280,2/9/2001,51,51.2,50.25,50.8,21.4145,529000,0,1
281,2/12/2001,50.7,51.9,50.7,51.6,21.7518,504200,0,1
282,2/13/2001,51.6,52.6,51.55,51.64,21.7686,1271700,0,1
283,2/14/2001,51.6,52.09,51.2,51.45,21.6885,985100,0,1
284,2/15/2001,51.2,51.6,51,51.45,21.6885,754300,0,1
285,2/16/2001,51.45,52.15,50.85,51.3,21.6253,1135400,0,1
286,2/19/2001,51.45,51.95,51.35,51.95,21.8993,1057200,0,1
287,2/20/2001,51.5,52.15,50.6,50.95,21.4778,1079000,0,1
288,2/21/2001,50.3,50.5,47.81,49.2,20.7401,2023600,0,1
289,2/22/2001,48.6,48.75,46.2,48.19,20.3143,1967300,0,1
290,2/23/2001,47.6,47.8,46.55,47.1,19.8548,1378200,0,1
291,2/26/2001,47.95,48.9,47.1,48.48,20.4365,832000,0,1
292,2/27/2001,48.2,49.6,47.35,48.75,20.5504,1161700,0,1
293,2/28/2001,48.31,48.35,47.25,47.43,19.9939,1209600,0,1
294,3/1/2001,49,50.15,48.25,49.3,20.7822,4648500,0,1
295,3/2/2001,49.3,50.15,48.9,49.51,20.8707,1486500,0,1
296,3/5/2001,49.75,50.35,49.6,49.95,21.0562,1047300,0,1
297,3/6/2001,50.65,50.75,49.6,49.7,20.9509,1575300,0,1
298,3/7/2001,50.05,51.5,49.8,51.5,21.7096,901600,0,1
299,3/8/2001,51.1,51.5,50.95,51.24,21.6,1288600,0,1
300,3/9/2001,50.85,51.05,50.25,50.45,21.267,1104900,0,1
301,3/12/2001,49.9,50.1,48.55,48.55,20.4661,1044600,0,1
302,3/13/2001,48.7,49.8,48.4,49.75,20.9719,1051200,0,1
303,3/14/2001,49,49.7,48.25,49.2,20.7401,1260100,0,1
304,3/15/2001,49.2,50,49.2,49.95,21.0562,814700,0,1
305,3/16/2001,50,50.2,49.2,49.2,20.7401,2002800,0,1
306,3/19/2001,49.2,49.95,49.2,49.95,21.0562,1264700,0,1
307,3/20/2001,50,50,49.4,49.45,20.8455,983600,0,1
308,3/21/2001,49.35,49.6,49.1,49.15,20.719,1236600,0,1
309,3/22/2001,48.7,48.75,46.85,48.2,20.3185,2718100,0,1
310,3/23/2001,48.62,48.8,48,48.65,20.5082,1033400,0,1
311,3/26/2001,48.94,50,48.5,50,21.2388,1746800,0,1
312,3/27/2001,49.9,50.44,49.6,50.05,21.2601,1668600,0,1
313,3/28/2001,50.05,50.2,49.6,49.6,21.0689,1165900,0,1
314,3/29/2001,49.05,50,48.85,48.95,20.7928,1229800,0,1
315,3/30/2001,49.05,50.6,49,49.8,21.1539,1381900,0,1
316,4/2/2001,49.85,50.9,49.75,50.87,21.6084,1577700,0,1
317,4/3/2001,50.65,50.85,49.55,49.99,21.2346,2218000,0,1
318,4/4/2001,49.6,49.6,48.8,48.95,20.7928,2092800,0,1
319,4/5/2001,49.7,49.8,49.02,49.8,21.1539,758100,0,1
320,4/6/2001,49.4,50.1,49,49.5,21.0264,713000,0,1
321,4/9/2001,49.35,50.12,49.35,50.1,21.2813,446900,0,1
322,4/10/2001,50.45,51,50.1,50.86,21.6041,1692900,0,1
323,4/11/2001,51,51.35,50.75,51.05,21.6848,2189200,0,1
324,4/12/2001,51,51,49.56,50.2,21.3238,2179300,0,1
325,4/16/2001,49.75,50.39,49.75,50.05,21.2601,769800,0,1
326,4/17/2001,50,50.25,50,50.1,21.2813,918100,0,1
327,4/18/2001,50.3,51.85,50.25,50.9,21.6211,3325000,0,1
328,4/19/2001,50.6,51.15,50.4,50.9,21.6211,2042500,0,1
329,4/20/2001,50.8,51,50.4,50.95,21.6424,1298700,0,1
330,4/23/2001,50.93,51.15,50.6,50.95,21.6424,971500,0,1
331,4/24/2001,50.85,51.36,50.85,51.05,21.6848,1376000,0,1
332,4/25/2001,51,51.3,50.3,50.62,21.5022,2128700,0,1
333,4/26/2001,50.52,50.75,50.35,50.63,21.5064,803800,0,1
334,4/27/2001,50.61,51.25,50.5,50.75,21.5574,1198000,0,1
335,4/30/2001,50.85,51.3,49.7,49.85,21.1751,2387000,0,1
336,5/1/2001,49.8,49.95,49.4,49.8,21.1539,1098200,0,1
337,5/2/2001,49.65,49.85,48.85,49.5,21.0264,941300,0,1
338,5/3/2001,49.4,49.4,48.3,48.6,20.6442,3049500,0,1
339,5/4/2001,48,49.2,47.75,49.01,20.8183,1702300,0,1
340,5/7/2001,49.25,49.84,49.01,49.25,20.9203,1523000,0,1
341,5/8/2001,49.4,49.7,49.01,49.6,21.0689,703200,0,1
342,5/9/2001,49.15,50.25,49.15,50.15,21.3026,807400,0,1
343,5/10/2001,50.25,51,50.25,51,21.6636,812600,0,1
344,5/11/2001,50.7,50.7,49.17,49.58,21.0604,2397800,0,1
345,5/14/2001,49.65,49.95,49.36,49.9,21.1964,1007200,0,1
346,5/15/2001,49.8,50.2,49.5,50,21.2388,603600,0,1
347,5/16/2001,49.7,50.5,49.6,50.5,21.4512,786300,0,1
348,5/17/2001,50.45,50.8,49.76,50.15,21.3026,582000,0,1
349,5/18/2001,50,50.15,49.8,49.9,21.1964,512900,0,1
350,5/22/2001,50.25,50.25,49.16,49.7,21.1114,452000,0,1
351,5/23/2001,49.59,50.19,49.45,49.95,21.2176,399200,0,1
352,5/24/2001,49.85,50.75,49.75,50.7,21.5362,2685700,0,1
353,5/25/2001,50.45,51.5,50.4,51.24,21.7656,738500,0,1
354,5/28/2001,51.25,51.5,50.85,50.93,21.6339,308000,0,1
355,5/29/2001,50.45,50.45,49,49,20.8141,1764000,0,1
356,5/30/2001,49,49.4,48.35,49.05,20.8353,2110100,0,1
357,5/31/2001,49.3,50.6,49.1,50.25,21.345,1358000,0,1
358,6/1/2001,50.25,51.6,49.75,51.39,21.8293,1784200,0,1
359,6/4/2001,51.35,52.17,50.75,52.1,22.1309,1457900,0,1
360,6/5/2001,52.05,52.65,52.05,52.25,22.1946,1339000,0,1
361,6/6/2001,52,52,51.5,51.9,22.0459,901600,0,1
362,6/7/2001,51.99,52.71,51.51,52.28,22.2073,1064800,0,1
363,6/8/2001,52.5,53.25,52.15,52.37,22.2456,711500,0,1
364,6/11/2001,52.35,52.8,52.25,52.7,22.3857,703100,0,1
365,6/12/2001,52.4,53.4,52.1,53.4,22.6831,1429600,0,1
366,6/13/2001,53.4,54.7,53.3,54.7,23.2353,2964400,0,1
367,6/14/2001,54.5,54.5,53.45,53.55,22.7468,1581100,0,1
368,6/15/2001,53.1,53.15,52.05,52.15,22.1521,1277700,0,1
369,6/18/2001,52.05,52.7,52.05,52.55,22.322,861300,0,1
370,6/19/2001,52.5,53.29,52.5,53.09,22.5514,837000,0,1
371,6/20/2001,52.75,53.25,52,52,22.0884,1103400,0,1
372,6/21/2001,51.95,53.05,51.95,53.05,22.5344,878700,0,1
373,6/22/2001,52.75,53.57,52.6,53.3,22.6406,908700,0,1
374,6/25/2001,53.1,53.3,52.9,53.2,22.5981,568500,0,1
375,6/26/2001,52.89,52.89,51.9,52.07,22.273,1322900,0,1
376,6/27/2001,52,52,50,50.85,21.7512,1500800,0,1
377,6/28/2001,50.8,51.5,50.8,51.17,21.8881,895900,0,1
378,6/29/2001,51.25,51.82,51.05,51.65,22.0934,651500,0,1
379,7/3/2001,51.65,52.35,51.03,52.1,22.2859,2161200,0,1
380,7/4/2001,52.15,52.25,51.65,51.85,22.1789,394200,0,1
381,7/5/2001,51.61,51.7,51.26,51.54,22.0463,980100,0,1
382,7/6/2001,51.4,51.65,51,51.3,21.9437,706900,0,1
383,7/9/2001,51.55,51.55,50.65,51.3,21.9437,894200,0,1
384,7/10/2001,51.7,52.1,50.85,50.85,21.7512,777200,0,1
385,7/11/2001,50.5,51.25,50.4,51.1,21.8581,458000,0,1
386,7/12/2001,51.5,52.05,51.15,52.05,22.2645,675000,0,1
387,7/13/2001,51.81,53,51.65,53,22.6708,781600,0,1
388,7/16/2001,52.7,53,52.5,52.75,22.5639,574600,0,1
389,7/17/2001,52.75,53.5,52.6,53.45,22.8633,1019100,0,1
390,7/18/2001,53,53.25,52.6,52.65,22.5211,1345800,0,1
391,7/19/2001,52.5,52.63,51.95,52.09,22.2816,963100,0,1
392,7/20/2001,51.95,52.69,51.75,52.69,22.5382,356700,0,1
393,7/23/2001,52.9,53.05,52.6,52.93,22.6409,596400,0,1
394,7/24/2001,52.9,53.65,52.85,53.6,22.9275,1291500,0,1
395,7/25/2001,53.61,53.61,52.8,52.95,22.6495,1795400,0,1
396,7/26/2001,52.2,52.2,50.35,50.6,21.6442,2759400,0,1
397,7/27/2001,50.35,51.25,50.35,51.1,21.8581,1032700,0,1
398,7/30/2001,51,51.25,50.5,50.9,21.7726,570500,0,1
399,7/31/2001,50.61,51.4,50.5,50.95,21.7939,702000,0,1
400,8/1/2001,50.85,51.75,50.66,51.53,22.042,1482400,0,1
401,8/2/2001,51.7,52.49,51.05,52.4,22.4142,1016300,0,1
402,8/3/2001,52.4,52.4,51.65,51.95,22.2217,746100,0,1
403,8/7/2001,51.92,52.44,51,52.28,22.3629,450300,0,1
404,8/8/2001,51.94,52.3,51.6,51.65,22.0934,673700,0,1
405,8/9/2001,51.71,52.42,51.65,52.3,22.3714,488100,0,1
406,8/10/2001,52,52.2,51.17,51.4,21.9864,685000,0,1
407,8/13/2001,51.59,51.61,51.05,51.3,21.9437,404800,0,1
408,8/14/2001,51.25,52.02,51.22,51.75,22.1361,1218800,0,1
409,8/15/2001,51.5,51.8,50.75,50.85,21.7512,712000,0,1
410,8/16/2001,50.8,51.4,50.45,51.2,21.9009,1021800,0,1
411,8/17/2001,50.75,50.85,49.6,49.85,21.3234,1649800,0,1
412,8/20/2001,49.3,52.6,48.95,52.06,22.2687,3993500,0,1
413,8/21/2001,51.86,52.95,51.86,52.95,22.6495,1407600,0,1
414,8/22/2001,52.74,53.8,52.55,53.6,22.9275,1400700,0,1
415,8/23/2001,53.35,55.05,53.1,54.55,23.3338,2410000,0,1
416,8/24/2001,54.4,55.05,54.15,55,23.5263,1053400,0,1
417,8/27/2001,54.76,56.5,54.55,56,23.9541,1254800,0,1
418,8/28/2001,55.85,57,55.46,55.85,23.8899,1833000,0,1
419,8/29/2001,55.75,56.24,55.06,55.35,23.676,1314300,0,1
420,8/30/2001,54.95,55.45,54.52,55.3,23.6547,886400,0,1
421,8/31/2001,55,55.55,54.9,54.91,23.4878,708900,0,1
422,9/4/2001,55.1,56.25,54.89,56,23.9541,1653900,0,1
423,9/5/2001,55.85,56.1,55.28,55.7,23.8258,1426800,0,1
424,9/6/2001,55.4,57.15,55.4,57,24.3818,1499100,0,1
425,9/7/2001,56.35,57.09,55.3,55.5,23.7402,1848800,0,1
426,9/10/2001,55,56.3,54.8,56.2,24.0396,1357800,0,1
427,9/13/2001,52.9,54.6,52.9,54.25,23.2055,2976900,0,1
428,9/14/2001,53.5,53.5,50.85,51.9,22.2003,2276700,0,1
429,9/17/2001,50.9,53.1,50.63,51.66,22.0976,2386000,0,1
430,9/18/2001,51.55,52.3,51.43,51.75,22.1361,1346600,0,1
431,9/19/2001,51.75,51.75,49.56,49.8,21.302,2006100,0,1
432,9/20/2001,49,49.35,48,48.3,20.6604,2420700,0,1
433,9/21/2001,46,48.3,45,47.83,20.4594,2118800,0,1
434,9/24/2001,48.3,51,48.3,50.95,21.7939,1972100,0,1
435,9/25/2001,50.62,51.7,50.01,51.3,21.9437,1460300,0,1
436,9/26/2001,51.39,51.39,50.01,50.55,21.7799,988400,0,1
437,9/27/2001,50.5,51.15,49.55,51.1,22.0169,1128400,0,1
438,9/28/2001,51.25,51.65,50.9,51.65,22.2539,1087300,0,1
439,10/1/2001,51.5,52.2,51,51.9,22.3616,694400,0,1
440,10/2/2001,51.75,52.1,51,51.75,22.297,1555400,0,1
441,10/3/2001,51.6,53.5,51.32,53.1,22.8786,1148600,0,1
442,10/4/2001,53,53.84,52.3,52.31,22.5382,1334500,0,1
443,10/5/2001,52.01,52.35,51.3,51.3,22.1031,1596900,0,1
444,10/9/2001,50.9,51.85,50.6,51.58,22.2237,1232400,0,1
445,10/10/2001,51.35,52.38,51.05,51.75,22.297,920400,0,1
446,10/11/2001,51.83,52.4,51.2,51.65,22.2539,1425900,0,1
447,10/12/2001,51.1,51.35,50.15,51,21.9738,1099000,0,1
448,10/15/2001,50.25,50.99,50.15,50.88,21.9221,841600,0,1
449,10/16/2001,50.88,51,50.43,50.85,21.9092,1429000,0,1
450,10/17/2001,51.45,51.45,50,50.5,21.7584,1685000,0,1
451,10/18/2001,50.4,50.5,49.65,50,21.543,1210200,0,1
452,10/19/2001,49.9,50.15,49.75,50.04,21.5602,982300,0,1
453,10/22/2001,49.96,49.96,48.7,48.85,21.0475,2194900,0,1
454,10/23/2001,49.25,49.34,48,48.6,20.9397,1816400,0,1
455,10/24/2001,48.6,48.6,46.7,47.6,20.5089,3226000,0,1
456,10/25/2001,47.5,48.4,47.15,48.3,20.8105,1249600,0,1
457,10/26/2001,47.95,49.49,47.95,49.1,21.1552,1587700,0,1
458,10/29/2001,48.6,48.66,47.4,47.81,20.5994,1495600,0,1
459,10/30/2001,47.4,47.79,46.95,47.2,20.3366,1225300,0,1
460,10/31/2001,47.65,49.26,47.65,48.82,21.0345,2764700,0,1
461,11/1/2001,49.2,50.45,49.07,50.45,21.7368,1773500,0,1
462,11/2/2001,50.35,51.45,50.2,51.1,22.0169,1380000,0,1
463,11/5/2001,51.5,52.3,51.25,51.82,22.3271,1103800,0,1
464,11/6/2001,51.82,52.9,51.6,52.6,22.6632,1498600,0,1
465,11/7/2001,52.26,53.01,51.8,52.65,22.6847,1818800,0,1
466,11/8/2001,52.75,53.15,51.9,52.45,22.5986,1523500,0,1
467,11/9/2001,52.15,53.25,51.81,52.9,22.7925,1257500,0,1
468,11/12/2001,52.15,53.1,52.15,53.05,22.8571,677500,0,1
469,11/13/2001,53.69,54.5,53.41,54.15,23.331,2331400,0,1
470,11/14/2001,54.2,54.54,53.54,53.71,23.1414,1307800,0,1
471,11/15/2001,53.71,54.5,53.65,53.68,23.1285,1030500,0,1
472,11/16/2001,53.8,53.8,52.65,53.53,23.0639,917500,0,1
473,11/19/2001,53.4,54.45,53.1,54.1,23.3095,991600,0,1
474,11/20/2001,53.57,54.54,53.56,53.92,23.2319,716600,0,1
475,11/21/2001,53.6,53.6,52.76,52.8,22.7494,880000,0,1
476,11/22/2001,52.65,53.1,52.65,52.95,22.814,738000,0,1
477,11/23/2001,53.05,54.74,53.05,54.4,23.4387,580100,0,1
478,11/26/2001,54.76,55.35,54.45,54.5,23.4818,1396100,0,1
479,11/27/2001,54.35,54.45,53.32,54.1,23.3095,1412600,0,1
480,11/28/2001,53.9,53.92,53,53.15,22.9002,1874700,0,1
481,11/29/2001,53.1,54.29,53.1,54.15,23.331,726100,0,1
482,11/30/2001,53.75,54.05,53.15,53.96,23.2492,676100,0,1
483,12/3/2001,53.15,53.65,53.02,53.49,23.0467,998200,0,1
484,12/4/2001,53.9,54.15,53.5,53.85,23.2018,828800,0,1
485,12/5/2001,54,55.4,54,55.26,23.8093,1540100,0,1
486,12/6/2001,55.1,55.4,54.6,54.66,23.5508,773300,0,1
487,12/7/2001,54.66,55.22,54.5,54.85,23.6326,663400,0,1
488,12/10/2001,54.89,55.9,54.75,55.1,23.7403,1308700,0,1
489,12/11/2001,55.15,55.75,54.59,55,23.6973,899800,0,1
490,12/12/2001,55.5,55.5,54.82,55.3,23.8265,661800,0,1
491,12/13/2001,55.2,55.65,54.75,55.06,23.7231,971900,0,1
492,12/14/2001,55,55.18,54.51,54.72,23.5766,907000,0,1
493,12/17/2001,54.6,56.35,54.6,56.3,24.2574,1030500,0,1
494,12/18/2001,56.15,57.05,56.15,56.5,24.3435,1376800,0,1
495,12/19/2001,56,56.55,56,56.14,24.1884,1109300,0,1
496,12/20/2001,55.95,56.24,54.76,55.15,23.7619,1355300,0,1
497,12/21/2001,55.3,55.65,54,54.5,23.4818,2351100,0,1
498,12/24/2001,54,54.7,53.8,54.4,23.599,770500,0,1
499,12/27/2001,54.4,55.87,54.2,55.75,24.1846,565100,0,1
500,12/28/2001,55.65,56.1,55.25,55.45,24.0545,517300,0,1
501,12/31/2001,55.35,55.47,54.7,54.85,23.7942,401700,0,1
502,1/2/2002,54.7,55,54.5,54.5,23.6423,395300,0,1
503,1/3/2002,54.7,55.84,54.57,55.6,24.1195,798000,0,1
504,1/4/2002,55.7,56.35,55.7,55.85,24.228,984500,0,1
505,1/7/2002,55.65,56.8,55.65,56.6,24.5533,994500,0,1
506,1/8/2002,56.45,56.55,55.9,56.3,24.4232,664400,0,1
507,1/9/2002,56.2,56.7,56.2,56.5,24.5099,1870600,0,1
508,1/10/2002,56,56.51,55.9,56.1,24.3364,1096300,0,1
509,1/11/2002,56,56.59,55.9,56.2,24.3798,604100,0,1
510,1/14/2002,56.14,56.25,55.58,55.7,24.1629,648500,0,1
511,1/15/2002,55.7,56.05,55.65,55.84,24.2236,847100,0,1
512,1/16/2002,55.6,55.6,54.85,55.25,23.9677,786000,0,1
513,1/17/2002,55.45,55.9,55,55.75,24.1846,643500,0,1
514,1/18/2002,55.4,55.7,55.25,55.5,24.0761,536000,0,1
515,1/21/2002,55.45,55.9,54.9,55.71,24.1672,599800,0,1
516,1/22/2002,55.78,56.45,55.78,55.96,24.2757,643300,0,1
517,1/23/2002,56.05,56.35,55.85,56.3,24.4232,992600,0,1
518,1/24/2002,56.25,57,56.25,56.44,24.4839,1041300,0,1
519,1/25/2002,56.39,56.55,56.15,56.25,24.4015,833600,0,1
520,1/28/2002,56.4,56.95,55.9,56.45,24.4882,1227400,0,1
521,1/29/2002,56.45,56.8,54.95,55.5,24.0761,2037000,0,1
522,1/30/2002,54.7,54.91,52.6,53.81,23.343,3594400,0,1
523,1/31/2002,54,54.7,53.6,54.45,23.6206,1436500,0,1
524,2/1/2002,54.45,55.15,54.45,54.8,23.7725,1190700,0,1
525,2/4/2002,54.6,54.6,53,53.03,23.0046,1316600,0,1
526,2/5/2002,52.5,52.62,51.9,52.15,22.6229,1161000,0,1
527,2/6/2002,51.9,51.9,50.25,50.91,22.085,1882500,0,1
528,2/7/2002,51,52.15,50.91,51.45,22.3192,1167700,0,1
529,2/8/2002,52,52,51.25,51.5,22.3409,871200,0,1
530,2/11/2002,51.5,52.44,51.35,52.35,22.7096,624600,0,1
531,2/12/2002,52.2,52.2,51.76,51.8,22.4711,501900,0,1
532,2/13/2002,51.75,51.85,51.1,51.6,22.3843,1116200,0,1
533,2/14/2002,51.38,51.7,49.59,50.3,21.8203,1494000,0,1
534,2/15/2002,50.15,50.84,50.05,50.84,22.0546,384000,0,1
535,2/18/2002,50.71,51.9,50.71,51.85,22.4927,303800,0,1
536,2/19/2002,51.5,51.5,50.75,51.06,22.15,847100,0,1
537,2/20/2002,50.85,51,50.26,50.74,22.0112,1020400,0,1
538,2/21/2002,50,50,48.9,49.45,21.4516,2277000,0,1
539,2/22/2002,49.72,50.05,49.55,50,21.6902,1054000,0,1
540,2/25/2002,49.95,50.35,48.75,50.1,21.7336,2691000,0,1
541,2/26/2002,50.25,50.69,49.75,50.27,21.8073,2183500,0,1
542,2/27/2002,50.45,51.5,50.1,50.33,21.8334,1916900,0,1
543,2/28/2002,51.45,52.9,51.3,52.3,22.688,2458200,0,1
544,3/1/2002,52,53.65,51.9,53.55,23.2302,1350000,0,1
545,3/4/2002,53.85,55.3,53.61,55,23.8592,2081200,0,1
546,3/5/2002,54.9,55.45,54.33,54.64,23.7031,2455900,0,1
547,3/6/2002,54.35,55.88,54.2,55.75,24.1846,1254400,0,1
548,3/7/2002,55.62,55.9,54.65,54.92,23.8245,1128000,0,1
549,3/8/2002,55.02,55.2,54.15,54.15,23.4905,667200,0,1
550,3/11/2002,54.35,54.35,53.88,53.91,23.3864,1277900,0,1
551,3/12/2002,53,53.75,53,53.25,23.1001,1473300,0,1
552,3/13/2002,53.25,54.2,53.15,53.58,23.2432,1029600,0,1
553,3/14/2002,53.65,53.97,53.35,53.5,23.2085,1184400,0,1
554,3/15/2002,53.3,54.05,53.3,53.5,23.2085,2824700,0,1
555,3/18/2002,53.51,54.1,53.51,53.83,23.3517,622900,0,1
556,3/19/2002,54.05,55.75,53.9,55.5,24.0761,1785200,0,1
557,3/20/2002,55.1,55.43,54.65,55.26,23.972,993200,0,1
558,3/21/2002,55.3,55.84,55.05,55.4,24.0328,737100,0,1
559,3/22/2002,55,55.98,55,55.98,24.2844,2641600,0,1
560,3/25/2002,56,56.9,55.25,55.5,24.0761,1132900,0,1
561,3/26/2002,55.45,56.1,55.05,55.85,24.4083,1237300,0,1
562,3/27/2002,55.8,56.34,55.35,55.85,24.4083,1405900,0,1
563,3/28/2002,55.6,57.19,55.6,56.45,24.6705,1998000,0,1
564,4/1/2002,56.4,56.9,55.96,56.1,24.5175,768700,0,1
565,4/2/2002,56.1,56.73,55.6,55.8,24.3864,1770200,0,1
566,4/3/2002,56,56.02,55.55,55.85,24.4083,423900,0,1
